File	Start	End	English	Salish	Tags	Audio	
comox05_side1	15:31	15:33.4	Command: Sell this wood.			Play	
comox05_side1	15:40	15:43.5	I sell wood so I can make money.			Play	
comox05_side1	15:50.5	15:53.6	Stop, you might hurt him or her			Play	
comox05_side1	15:59.8	16:02.1	I hurt him yesterday.			Play	
comox05_side1	16:09	16:11.5	I got hurt yesterday.			Play	
comox05_side1	16:18	16:20	Command: (to somebody directly) Wake up.			Play	
comox05_side1	16:25	16:26.8	Command: Go and wake him up.			Play	
comox05_side1	16:31	16:33.2	Take a bath.			Play	
comox05_side1	16:38	16:40	Give him a bath.			Play	
comox05_side1	16:42.5	16:44.5	I'm bathing him.			Play	
comox05_side1	16:50.8	16:53.4	Are you the one that ate that fish?			Play	
comox05_side1	17:00.2	17:03	Are you eating fish?			Play	
comox05_side1	17:09	17:10.2	whale			Play	
comox05_side1	17:13	17:15.4	The whale will eat me.			Play	
comox05_side1	17:21.8	17:24	The whale will eat you.			Play	
comox05_side1	17:31	17:33.4	The whale will eat him.			Play	
comox05_side1	17:38	17:41.5	The whale will eat us.			Play	
comox05_side1	17:48	17:50.6	The whale ate us.			Play	
comox05_side1	17:56	17:59.8	The whale ate you guys yesterday.			Play	
comox05_side1	18:05	18:08.2	The whale will eat you.			Play	
comox05_side1	18:16.8	18:19	He will eat the whale.			Play	
comox05_side1	18:25	18:26.6	They finished it last night.			Play	
comox05_side1	18:32	18:33.3	Command: (to one person) Finish it.			Play	
comox05_side1	18:39	18:42	Command: (to more than one friend/person) You guys finish it.			Play	
comox05_side1	18:46	18:47.5	You guys finish it.			Play	
comox05_side1	18:53.5	18:54.8	swift (for a river or tide or water)			Play	
comox05_side1	18:59	19:00.6	I didn't call you.			Play	
comox05_side1	19:05	19:06.8	I didn't call you. (#2)			Play	
comox05_side1	19:11.8	19:13.8	You didn't call me.			Play	
comox05_side1	19:20	19:23	He didn't call us.			Play	
comox05_side1	19:28.2	19:31.2	We didn't call them.			Play	
comox05_side1	19:37	19:40	You guys didn't call them.			Play	
comox05_side1	19:48	19:50	You guys didn't call them. (#2)			Play	
comox05_side1	19:56	19:58.3	They didn't call me.			Play	
comox05_side1	19:58.3	20:00.3	They didn't call me. (#2)			Play	
comox05_side1	20:05	20:08.3	Xwixwelaq is giving away the dog.			Play	
comox05_side1	20:19	20:20.3	He wants it.			Play	
comox05_side1	20:26.3	20:27.8	I like it.			Play	
comox05_side1	20:32.5	20:34.5	I like it. (#2)			Play	
comox05_side1	20:37.2	20:39.8	I want them to stay home.			Play	
comox05_side1	20:47.2	20:49.5	I want you (one person) to stay home.			Play	
comox05_side1	20:49.5	20:51.5	I want you (one person) to stay home. (#2)			Play	
comox05_side1	20:55.2	20:57.2	I hit him.			Play	
comox05_side1	21:04	21:06	I have an itchy head.			Play	
comox05_side1	21:12	21:13.5	weather or sky			Play	
comox05_side1	21:18	21:20.6	a cloudy day			Play	
comox05_side1	21:25.8	21:28	a clear day (or a good day)			Play	
comox05_side1	21:36.8	21:38	high (for a mountain)			Play	
comox05_side1	21:45.5	21:47.3	a tall person			Play	
comox05_side1	22:03.8	22:05.8	a short person			Play	
comox05_side1	22:05.8	22:07.8	a short person (#2)			Play	
comox05_side1	22:10.2	22:12	short			Play	
comox05_side1	22:20	22:22	This is bad tasting.			Play	
comox05_side1	22:27.2	22:29.4	I don't want to eat it.			Play	
comox05_side1	22:34.5	22:35.9	What's your name?			Play	
comox05_side1	22:39.5	22:41	What's his name?			Play	
comox05_side1	22:52.5	22:54.4	??This is Hwajit.			Play	
comox05_side1	22:57.2	22:58.2	to bite			Play	
comox05_side1	23:01.8	23:04.1	The fish are biting.			Play	
comox05_side1	23:10	23:11.3	a grave			Play	
comox05_side1	23:15.5	23:17.5	a cemetery			Play	
comox05_side1	23:22	23:23.5	a female dog			Play	
comox05_side1	23:26.8	23:28.5	a male dog			Play	
comox05_side1	23:32	23:33.5	deep			Play	
comox05_side1	23:36.8	23:38	shallow			Play	
comox05_side1	23:42.5	23:45.2	eleven ppl			Play	
comox05_side1	23:50	23:51.4	a woman			Play	
comox05_side1	23:57.6	23:59.3	married man (unsure if plural or not)			Play	
comox05_side1	23:59.5	24:01.4				Play	
comox05_side1	24:05.5	24:07.2	hair on the arm			Play	
comox05_side1	24:11.2	24:13	a moustache			Play	
comox05_side1	24:26.4	24:27.5	a beard			Play	
comox05_side1	24:32.00	24:33.2	to build it			Play	
comox05_side1	24:36.5	24:38	Make it.			Play	
comox05_side1	24:42.00	24:44	He's riding the horse.			Play	
comox05_side1	24:49.8	24:52	The horse is riding him (or something).			Play	
comox05_side1	24:56	24:57.5	rotten			Play	
comox05_side1	25:01	25:02.6	to holler (or something)			Play	
comox05_side1	25:07	25:08.4	to holler from pain			Play	
comox05_side1	25:15.5	25:16.8	mud			Play	
comox05_side1	25:21	25:22.2	to stand up (from lying down)			Play	
comox05_side1	25:28	25:29.2	(the order): Stand up. (when you're sitting down)			Play	
comox05_side1	25:32.45	25:33.6	(Alright, and then just) standing up			Play	
comox05_side1	25:41.8	25:43	Catch or "to catch" - animals or birds (based on something like that)			Play	
comox05_side1	25:50	25:51.1	a net			Play	
comox05_side1	25:55	25:56.8	to fish with a net			Play	
comox05_side1	26:02	26:03.8	(the order) Shut up.			Play	
comox05_side1	26:07.3	26:08.4	(the order) Close it.			Play	
comox05_side1	26:26	26:27.1	Close the door.			Play	
comox05_side1	26:20.5	26:21.4	It's closed.			Play	
comox05_side1	26:24.4	26:25.7	(the order) Open it.			Play	
comox05_side1	26:28	26:29.4	It's open.			Play	
comox05_side1	26:35	26:36.5	(first one is) Set it on the fire (cook it or something).			Play	
comox05_side1	26:42.5	26:44.1	It's boiling. (or) It's bubbling.			Play	
comox05_side1	26:44.1	26:45.4	It's boiling. (or) It's bubbling.			Play	
comox05_side1	26:49	26:50.2	(Alright, the first is just) Bake [??]			Play	
comox05_side1	26:51.6	26:53.3	(Alright, the first is just) Bake [??]			Play	
comox05_side1	26:57	26:58.5	(the order) Fry it.			Play	
comox05_side1	27:07	27:08.3	It's fried.			Play	
comox05_side1	27:11.5	27:13.8	I fried it yesterday.			Play	
comox05_side1	27:19.5	27:21.4	(another way to say) I fried it yesterday.			Play	
comox05_side1	27:25.8	27:27.55	I'm going to fry it.			Play	
comox05_side1	27:32	27:33.2	(the order) Barbecue it.	t̓ɛnɛt gə		Play	
comox05_side1	27:37	27:38	It's barbecued.	t̓ɛn		Play	
comox05_side1	27:41.5	27:43.1	(the order) Listen!			Play	
comox05_side1	27:48	27:49.5	I heard it.			Play	
comox05_side1	27:56	27:57.8	Did you hear me?			Play	
comox05_side1	28:02.4	28:04.8	Are you listening?			Play	
comox05_side1	28:11.5	28:13	He's crying (like a little kid crying).			Play	
comox05_side1	28:20	28:21.5	(the order) Throw it away in the trash.			Play	
comox05_side1	28:29.5	28:31.3	He's throwing it away.			Play	
comox05_side1	28:35.5	28:37	(the order) Lock it.			Play	
comox05_side1	28:39.8	28:40.8	It's locked.			Play	
comox05_side1	28:47	28:48.8	I'm going to be pulling it.			Play	
comox05_side1	28:53.3	28:55	dancing			Play	
comox05_side1	28:59.8	29:01.9	I'll sew it.			Play	
comox05_side1	29:06	29:07.6	I'll weave it.			Play	
comox05_side1	29:09.8	29:11	[??] I'll weave it. (again, different form?)			Play	
comox05_side1	29:15.3	29:16.5	I'll [talk]. (Clarification requested by Mary Clifton, to which Harris says, "No"			Play	
comox05_side1	29:21	29:22.3	to [??] [a/or] nurse			Play	
comox05_side1	29:29.6	29:31.2	I have pain. (or) I hurt. (or) It's sore.			Play	
comox05_side1	29:31.6	29:33.8	My leg hurts.			Play	
comox05_side1	29:43	29:44.4	(Alright. This is another way to say) My leg hurts.			Play	
comox05_side1	29:50.3	29:52	I'm lying down.			Play	
comox05_side1	29:56	29:57.5	(And) I'm going to lie down.			Play	
comox05_side1	30:05	30:06.5	Lie down. (the order) Lie down.			Play	
comox05_side1	30:13.5	30:16	I'm going to try and lie down.			Play	
comox05_side1	30:18	30:19.4	itchy			Play	
comox05_side1	30:24.8	30:26.2	a man's undershirt			Play	
comox05_side1	30:30	30:31.7	the human body			Play	
comox05_side1	30:37.5	30:39	It's frozen.			Play	
comox05_side1	30:47.1	30:48.3	(either) vomit (or) to vomit			Play	
comox05_side1	30:48.3	30:50	(either) vomit (or) to vomit			Play	
comox05_side1	30:55	30:57	(the order) Go ashore.			Play	
comox05_side1	31:03	31:05.2	He's come ashore.			Play	
comox05_side1	31:10	31:11.5	(another way to say to) Come ashore.			Play	
comox05_side1	31:19.5	31:21.8	He came ashore (in the past kind of thing).			Play	
comox05_side1	31:26.5	31:28	I'm tired.			Play	
comox05_side1	31:32	31:33.8	(another way to say) I'm tired.			Play	
comox05_side1	31:38.5	31:40.3	I feel nauseous.			Play	
comox05_side1	31:44	31:45.5	(the order) Push it.			Play	
comox05_side1	31:50.6	31:52.2	I'm pushing it.			Play	
comox05_side1	31:56.6	31:58	(the order) Sit down.			Play	
comox05_side1	32:02.2	32:03.7	Sit him down.			Play	
comox05_side1	32:11	32:12.2	Set it down. (Ok, so this is) Set it down.			Play	
comox05_side1	32:19	32:20.6	He's sitting down. (So this is) They're sitting down.			Play	
comox05_side1	32:24.6	32:26.2	(the order) Burn it.			Play	
comox05_side1	32:30.8	32:32.8	to spear over and over again			Play	
comox05_side1	32:37	32:39.7	I'm going to chop wood.			Play	
comox05_side1	32:44	32:46.4	I'm chopping wood.			Play	
comox05_side1	32:52	32:54.2	He arrived this morning.			Play	
comox05_side1	33:04	33:06.4	They arrived this morning.			Play	
comox05_side1	33:22	33:23	full (and it's used for a container)			Play	
comox05_side1	33:23	33:25.2	Fill it up.			Play	
comox05_side1	33:32	33:33.6	handful			Play	
comox05_side1	33:37.5	33:39.6	very strong			Play	
comox05_side1	33:44.9	33:47.5	terrifically strong			Play	
comox05_side1	33:53.6	33:55	my dog	təc čɛn̓oʔ		Play	
comox05_side1	34:01	34:03.4	Rent me your canoe.			Play	
comox05_side1	34:05.6	34:07	Rent it. (the order)			Play	
comox05_side1	34:10.8	34:12.6	Thomas rented it.			Play	
comox05_side1	34:17	34:19.8	Use my two horses.			Play	
comox05_side1	34:25	34:27.5	Use my horses.			Play	
comox05_side1	34:32.2	34:33.5	codfish			Play	
comox05_side1	34:37	34:38.4	cockle			Play	
comox05_side1	34:40.4	34:43.3	I'll give you all my cockle.			Play	
comox05_side1	34:49	34:53	I've got lots of codfish in the boat.			Play	
comox05_side1	35:00.2	35:01.6	(the order) Get in.			Play	
comox05_side1	35:05	35:06.5	I'm in [??].			Play	
comox05_side1	35:11	35:14.5	I saw him in a canoe.			Play	
comox05_side1	35:19.9	35:21.8	His white dog.			Play	
comox05_side1	35:26.5	35:29.3	*I gave you our dog.			Play	
comox05_side1	35:36.5	35:40.3	*[??] He gave Xwixwelaq's dog to me.			Play	
comox05_side1	35:45.8	35:48.5	*His dog [??] came to me.			Play	
comox05_side1	35:54	35:58	*Tom's pregnant dog is out of the house.			Play	
comox05_side1	36:08	36:13	Xwixwelaq's dog ate Tom's fish.			Play	
comox05_side1	36:20	36:23	Xwixwelaq owns that dog.			Play	
comox05_side1	36:29.5	36:32.1	I'm going to send the dog.			Play	
comox05_side1	36:42	36:43.8	I'm going to send it like next door or someplace near.			Play	
comox05_side1	36:50.3	36:52.4	(the order) Go to Barbara's.			Play	
comox05_side1	36:57.4	37:01.2	I'm going to send the uh [Kenny] [??] to Courtney.			Play	
comox05_side1	37:09	37:12.2	(Ok, both of these mean) I'm going to send you to Courtney.			Play	
comox05_side1	37:12.1	37:14.9	(And now the other one...)			Play	
comox05_side1	37:27.2	37:31.5	(Ok, this means that) Tom is going to send that dog to Xwixwelaq.			Play	
comox05_side1	37:40.5	37:45.5	Tom is sending Xwiwelaq’s dog to him.			Play	
comox05_side1	37:55.5	37:59.9	Tom will send Xwixwelaq's dog to him.			Play	
comox05_side1	38:08	38:09.8	I'm going to pick berries.			Play	
comox05_side1	38:15.4	38:17.1	(And the next was) I was picking berries.			Play	
comox05_side1	38:23.6	38:25	(And then, right now) I'm picking berries.			Play	
comox05_side1	38:29	38:30.5	I'm working.			Play	
comox05_side1	38:33.5	38:35	I was working.			Play	
comox05_side1	38:38	38:39.6	I will work.			Play	
comox05_side1	38:44	38:45.4	(the order) Help him.			Play	
comox05_side1	39:01.8	39:03.8	I'm helping him.			Play	
comox05_side1	39:07	39:08.8	A mass of berries.			Play	
comox05_side1	39:14	39:16.4	He sawed the board.			Play	
comox05_side1	39:20.6	39:22.5	He's very strong.			Play	
comox05_side1	39:26	39:28.1	(This is) very very strong.			Play	
comox05_side1	39:34	39:35.8	To cover with a sheet or a tarpaulin.			Play	
comox05_side1	39:39	39:40.4	a lid			Play	
comox05_side1	39:44.3	39:45.9	to run away in fear			Play	
comox05_side1	39:49.8	39:51.3	The wind is blowing.	puhʔɛm ʔæt		Play	
comox05_side1	39:55.3	39:57.3	The wind was blowing yesterday.			Play	
comox05_side1	40:01.7	40:04.05	(another way to say) The wind was blowing yesterday.			Play	
comox05_side1	40:08.8	40:11.3	He pulled all his teeth out.			Play	
comox05_side1	40:16.3	40:19.8	He pulled out all his own teeth.			Play	
comox05_side1	40:26.9	40:29.6	(another way to say) He pulled all his teeth.			Play	
comox05_side1	40:33	40:35.9	[??] He pulled all his teeth [again]			Play	
comox05_side1	40:40.8	40:43	Which horse does he want?			Play	
comox05_side1	40:48.8	40:51.1	(another way to say that - another way to say) Which horse does he want?			Play	
comox05_side1	40:55.9	40:58.2	(the order) Return his horse.			Play	
comox05_side1	41:02.75	41:05.95	(Ok) He didn't want to use my horse.			Play	
comox05_side1	41:11.5	41:14.35	He wants to use my horse.			Play	
comox05_side1	41:19.1	41:20.9	Do you want a horse?			Play	
comox05_side1	41:24.9	41:27.7	Have you got any sugar in the house?			Play	
comox05_side1	41:34.6	41:37	Have you got any spuds in the house?			Play	
comox05_side1	41:46.8	41:48.7	an answer to the question "Who made this?" or "Who did this?" And if you did it, you say:			Play	
comox05_side1	41:53.6	41:55.95	Has he any fish in the boat?			Play	
comox05_side1	42:00.4	42:03	the red boat [of/to] Comox			Play	
comox05_side1	42:11.5	42:13.3	This is Tom's [cane] [??].			Play	
comox05_side1	42:16.5	42:18.25	Tom was here.			Play	
comox05_side1	42:24.3	42:25.9	(Ok, so the first is) a swimmer			Play	
comox05_side1	42:29	42:30.8	He's a swimmer.			Play	
comox05_side1	42:34	42:35.7	He's swimming.			Play	
comox05_side1	42:39	42:41.65	They went swimming.			Play	
comox05_side1	42:47	42:48.5	The fish is swimming.			Play	
comox05_side1	42:55.5	42:57	(an idiom for) He's a fast runner. (And It means - really means: light or lightweight)			Play	
comox05_side1	43:06.3	43:07.7	to win			Play	
comox05_side1	43:09.2	43:11	winning			Play	
comox05_side1	43:14.5	43:16	buying			Play	
comox05_side1	43:19.2	43:20.7	(the order) Buy it.			Play	
comox05_side1	43:26.1	43:27.5	(the order, just) Make purchases.			Play	
comox05_side1	43:31.6	43:33.4	Have you bought that?			Play	
comox05_side1	43:37.7	43:39.4	I'm going buying for you.			Play	
comox05_side1	43:44.5	43:46.3	I'm going buying for him.			Play	
comox05_side1	43:49.9	43:51.7	Put it on him.			Play	
comox05_side1	43:55.2	43:57.1	I'm looking for it.			Play	
comox05_side1	44:01.5	44:03.5	I'm looking around.			Play	
comox05_side1	44:11.5	44:13.2	(the question) Do you see it?			Play	
comox05_side1	44:17	44:19	I see it.			Play	
comox05_side1	44:24.38	44:25.6	Keep looking at it. (or) Look at it.			Play	
comox05_side1	44:32.6	44:33.8	plucking leaves or feathers or something			Play	
comox05_side1	44:37.8	44:39.7	I'm plucking it for him.			Play	
comox05_side1	44:45	44:46.4	pluck			Play	
comox05_side1	44:50.2	44:52.2	I plucked it.			Play	
comox05_side1	44:57.2	44:59.3	I'm plucking it.			Play	
comox05_side1	45:03.9	45:05.9	I'm plucking it for you.			Play	
comox05_side1	45:09.8	45:12.2	He's plucking for us.			Play	
comox05_side1	45:16.4	45:18.5	Store it for him.			Play	
comox05_side1	45:23.5	45:25	count			Play	
comox05_side1	45:27.5	45:29.1	Count it.			Play	
comox05_side1	45:35	45:36.5	Count it for him.			Play	
comox05_side1	45:40.9	45:42.5	Count it for me.			Play	
comox05_side1	45:47	45:49	I'm going to count it.			Play	
comox05_side1	45:53	45:54.9	Count those for us.			Play	
comox05_side1	46:02	46:03.7	Cut it for him.			Play	
comox05_side1	46:09.5	46:11.2	I'm taking you. (or) You're going with me.			Play	
comox05_side1	46:15.5	46:18	You come with me.			Play	
comox05_side1	46:23.2	46:25.2	Don't you want to go?			Play	
comox05_side1	46:29	46:30.7	You give it to him.			Play	
comox05_side1	46:34.2	46:36	Fix it for him.			Play	
comox05_side1	46:42.6	46:43.7	It's in there.			Play	
comox05_side1	46:47	46:48.4	Put it in.			Play	
comox05_side1	46:53.4	46:54.8	Take it out.			Play	
comox05_side1	46:58.5	47:00.1	I'm going to roast.			Play	
comox05_side1	47:04.9	47:06.8	I'm going to roast it for him.			Play	
comox05_side1	47:10	47:11.2	It's melting.			Play	
comox05_side1	47:15	47:16.6	Melt it for him.			Play	
comox05_side1	47:19.5	47:21	Smell it.			Play	
comox05_side1	47:27	47:28.5	smell [?? may be an order]			Play	
comox05_side1	47:29.5	47:30.8	Hang it up.			Play	
comox05_side1	47:43	47:44.1	Bite it			Play	
comox05_side1	47:44	47:45.2	bit[ing] 			Play	
comox05_side1	47:47	47:48.7	chewing			Play	
comox05_side1	47:51.9	47:53.6	He's chewing.			Play	
comox05_side1	47:57.2	47:59	shouting at someone			Play	
comox05_side1	48:02.2	48:03.7	Shout. (the order)			Play	
comox05_side1	48:06.8	48:08.5	He's shouting at me.			Play	
comox05_side1	48:12.4	48:14	He's shouting at him.			Play	
comox05_side1	48:17.6	48:19.8	He's shouting at him for him.			Play	not sure about boundary
comox05_side1	48:25.5	48:26.9	He's yelling for joy or some reason.			Play	
comox05_side1	48:29.9	48:31.3	They're yelling.			Play	
comox05_side1	48:35.5	48:36.9	(the question) Is he yelling?			Play	
comox05_side1	48:40.5	48:42.4	He's choking him.			Play	
comox05_side1	48:48.1	48:49.5	(the order) Choke him.			Play	
comox05_side1	48:55.9	48:57.55	(another way to say it) Choke him.			Play	
comox05_side1	49:01	49:02.6	[He's awake.] [??]			Play	?? didn't find this one
comox06_side1	00:04		(and then) a kind person				
comox06_side1	00:05	00:06.4	(So this is) “He’s breathing”			Play	
comox06_side1	00:09.8	00:11.30	(And then) “I’m breathing”			Play	
comox06_side1	00:17	00:18.6	(So same word, this is) “to braid” [??]			Play	
comox06_side1	00:23	24.7	(Alright this is another word for) “breathe”			Play	
comox06_side1	00:28.2	00:29.7	Command: “Dress him.”			Play	
comox06_side1	00:33	00:34.7	Command: “Get dressed.”			Play	
comox06_side1	00:40.5	00:42.2	Set it down.			Play	
comox06_side1	00:42.1	00:43.7	Set it down. (#2)			Play	
comox06_side1	00:47.3	00:48.6	(Alright so this is the order) “stand”			Play	
comox06_side1	00:52	00:53.3	(And then the order) “stand it”			Play	
comox06_side1	00:58	00:59.7	(Alright this is-I’ll-) “I’m gonna wash my hands”			Play	
comox06_side1	01:04.5	01:06.2	(So this is the order) “go wash his hands”			Play	
comox06_side1	01:10	01:11.8	(So this is) “go wash your hands”			Play	
comox06_side1	01:16.3	01:18.2	(So this is) “go wash your feet”			Play	
comox06_side1	01:22	01:23.8	(And then) “go wash his feet”			Play	
comox06_side1	01:28.5	01:30	(Alright so this is) “comb his hair”			Play	
comox06_side1	01:33.2	01:34.5	(And then) “I'm going to comb my hair”			Play	
comox06_side1	01:41.2	01:43	Comb your hair.			Play	
comox06_side1	01:50.2	01:51.7	(Then just the order for) “comb”			Play	way too loud
comox06_side1	01:54	01:56.2	(Now this is) “paddle it for him”			Play	
comox06_side1	02:01	02:02.2	(Alright now this is) “to gut an animal or a fish”			Play	
comox06_side1	02:06.2	02:08	(So this is) “Tom is cleaning the fish”			Play	
comox06_side1	02:13	02:15.1	(Again another way to say) Tom is cleaning the fish			Play	
comox06_side1	02:20	02:22	(Okay so this is the question) “who is working on the fish?”			Play	
comox06_side1	02:26	02:27.5	(Alright this is) “What is Tom doing?”			Play	
comox06_side1	02:31	02:33.1	(So this is) “What is Tom working on?”			Play	
comox06_side1	02:38	02:41	(And this is) “whose fish is Tom working on?”			Play	
comox06_side1	02:46.2	02:47.6	(So this is) “to be alive”			Play	
comox06_side1	02:51.6	02:52.8	“He came alive”			Play	
comox06_side1	02:58	02:59.97	“He is still alive”			Play	
comox06_side1	03:03.5	03:05.5	(Alright so this is) “I bumped it”			Play	
comox06_side1	03:09.2	03:11.2	(Well this is) “I’m bumping him”			Play	
comox06_side1	03:15.2	03:16.7	(So this is) “He’s been bumped”			Play	
comox06_side1	03:20.2	03:21.5	“He’s closed”			Play	
comox06_side1	03:25.2	03:26.8	(Alright so this is the order) “Close the door”			Play	
comox06_side1	03:35	03:36.5	(Alright then the order) “Close it”			Play	
comox06_side1	03:40	03:41	(Alright this is another way to say) “Close it”			Play	
comox06_side1	03:44	03:45.4	(This is) “the floor is scrubbed”			Play	
comox06_side1	03:50.8	03:52.2	(Alright so) “Lots of lines are broken”			Play	
comox06_side1	03:54.5	03:57.7	(Alright) “He broke lots of lines” [??]			Play	
comox06_side1	04:02.5	04:04.25	“I startled him”			Play	
comox06_side1	04:11	04:12.5	(Alright) “I startled myself”’			Play	
comox06_side1	04:15.5	04:17.4	(Alright) “He startled me”			Play	
comox06_side1	04:20.5	04:22.21	(Alright) “Startle him for me”			Play	
comox06_side1	04:25.5	04:26.9	(Alright) “the scale of a fish”			Play	
comox06_side1	04:30.5	04:34.5	He's scraping the scale of a fish.			Play	
comox06_side1	04:40.8	04:42.7	“The fish is ready”			Play	
comox06_side1	04:46.8	04:48.8	“I finished the boat”			Play	
comox06_side1	04:52.5	04:54.8	“I want to finish the boat”			Play	
comox06_side1	05:00.2	05:02.2	(This is) “I’m gonna finish the boat”			Play	
comox06_side1	05:08	05:10.5	(This is) “It’s finished”			Play	
comox06_side1	05:15	05:17.2	(This is) “He finished that boat”			Play	
comox06_side1	05:21.4	05:23.1	(So this is) “I’m finishing it up”			Play	
comox06_side1	05:30	05:31.3	(This is) “A slow poke”			Play	
comox06_side1	05:35.4	05:36.6	(This is) “Slow with his hands”			Play	
comox06_side1	05:43	05:45	(This is) “You’re all gonna stay home”			Play	
comox06_side1	05:50.2	05:52.6	(This is) “I want them to stay home”			Play	
comox06_side1	06:00.6	06:01.7	thick (used for a liquid)			Play	
comox06_side1	06:04.5	06:05.39	(Okay so this is) “My jam is thick”			Play	
comox06_side1	06:09.9	06:11.2	(So this is) “A shark”			Play	
comox06_side1	06:14.2	06:15.4	(Alright and then) “a dog fish”			Play	
comox06_side1	06:20.2	06:22.2	(The first is) I’ve been to Courtenay			Play	
comox06_side1	06:26.55	06:28.4	Have you been to Courtenay?			Play	
comox06_side1	06:33.5	06:35.45	(Okay so this is another way to say) “Have you been to Courtney?”			Play	
comox06_side1	06:44	06:47.5	(Okay so this is) “As soon as he goes (or) When he leaves, we’ll eat”			Play	
comox06_side1	06:53.7	06:57	(Okay this is) “We ate before he left”			Play	
comox06_side1	07:07	07:10.4	(Okay so this is) “He ate while the people were dancing”			Play	
comox06_side1	07:18.2	07:21.5	(This is) “I don’t know where the dog is”			Play	
comox06_side1	07:28.8	07:32.6	(This is) “I don’t know how to dry fish”			Play	
comox06_side1	07:39	07:41.7	(Okay so this is) “I don’t know what to do”			Play	
comox06_side1	07:48	07:49.2	(So this means) “I’ll do it or I’m gonna do it”			Play	
comox06_side1	07:53.8	07:58	(So this is) “When will the fish come up the river?”			Play	
comox06_side1	08:06.6	08:08.4	(So this is) “Is your stove uh burn”			Play	
comox06_side1	08:14	08:15.4	(And then just) “to start the stove”			Play	
comox06_side1	08:19.7	08:21	(Alright again so this is) “to start the stove or you are to start the stove”			Play	
comox06_side1	08:28.2	08:30	(Okay) “my stove is on”			Play	
comox06_side1	08:34.5	08:36	(Alright so this is) “swift”			Play	
comox06_side1	08:41	08:42	(Alright and then) “the downstream side of the river”			Play	
comox06_side1	08:46.5	08:48	(So this is) “crowberry bush”			Play	
comox06_side1	08:50.7	08:52	(And then) “a crowberry”			Play	
comox06_side1	08:57.7	08:59.4	(This is) “do you want a lot”			Play	
comox06_side1	09:04	09:05.95	(And then )“I want a little”			Play	
comox06_side1	09:12.8	09:14.4	(So this is) “How many do you want?”			Play	
comox06_side1	09:16.8	09:18.95	(And then) “I want three”			Play	
comox06_side1	09:22.55	09:24.7	(Okay so this is) “Which fish do you want?”			Play	
comox06_side1	09:32	09:33.7	(Alright and then) “this one’s the one”			Play	
comox06_side1	09:39.2	09:41.2	(And this is the order) “Line up these rocks”			Play	
comox06_side1	09:48.5	09:50	(Alright and just say the word) “Put in a line or line up”			Play	
comox06_side1	09:55.5	09:58.9	(This is) “the chairs are already lined up”			Play	
comox06_side1	10:04.5	10:07.2	(Okay so this is) “he left his boat”			Play	
comox06_side1	10:16	10:17.6	(The first is) “to put in jail or to arrest”			Play	
comox06_side1	10:23	10:24	(maybe) tie			Play	
comox06_side1	10:27	10:28.1	Tie it.			Play	
comox06_side1	10:30.8	10:32.2	(And then) “The jailhouse”			Play	
comox06_side1	10:35.5	10:37	(Alright) this is “the police”			Play	
comox06_side1	10:41.5	10:43	(Okay so this one) “He’s in jail”			Play	
comox06_side1	10:48.8	10:50.4	(This is the two ways to say) “They’re the same”			Play	
comox06_side1	10:52.2	10:54	They're the same.			Play	
comox06_side1	10:58.5	11:00.4	(This is) “He could[n't] make it”			Play	
comox06_side1	11:09.6	11:11.2	(Ok so this is) “I’m taking you along”			Play	
comox06_side1	11:16	11:18.2	(Alright and then) “I’m going to take us all along”			Play	
comox06_side1	11:23.8	11:27.7	“He lived beside the store”			Play	
comox06_side1	11:34.9	11:38.1	(This is) “His house is close to the store”			Play	
comox06_side1	11:44	11:45.2	(Alright so this is) “the other side”			Play	
comox06_side1	11:50	11:51.5	(And then) “the other side of the house”			Play	
comox06_side1	11:56	11:57.4	(Then) “this side of the house”			Play	
comox06_side1	12:00.5	12:02	(And then) “this side”			Play	
comox06_side1	12:06.4	12:07.8	(Alright so this is) “different”			Play	
comox06_side1	12:10.8	12:12.2	(And then) “different looking”			Play	
comox06_side1	12:18	12:18.5	(maybe) bad			Play	
comox06_side1	12:18.5	12:19.8	bad looking			Play	
comox06_side1	12:24.5	12:27	(So this is kind of) “a different personality”			Play	
comox06_side1	12:32	12:34	(And then) “a good personality”			Play	
comox06_side1	12:40	12:43.9	I think it's Xwixwaylaq [??]			Play	
comox06_side1	12:51	12:53	(The first is) “lots of money”			Play	
comox06_side1	12:56.9	12:59	(And then) “Thomas has a lot of everything”			Play	
comox06_side1	13:05	13:07.2	(This is) “he’s got lots of clothing”			Play	
comox06_side1	13:12.2	13:14.2	(Okay so this is) “a person’s belongings” (he’s got a lot of personal belongings)			Play	
comox06_side1	13:26.9	13:28.5	(Okay so this is) “wash his body or wash him”			Play	
comox06_side1	13:34.2	13:35.8	(And then) “a rub- rub him all over or rub his body”			Play	
comox06_side1	13:42.4	13:43.8	(Okay so this is) “let it fly or free it”			Play	
comox06_side1	13:49	13:50.5	(And then if you’ve got a fish- this is) “free it or let it swim”			Play	
comox06_side1	13:54	13:55.3	(Alright and then) “it’s flying”			Play	
comox06_side1	13:59	14:00.5	(Alright so this is) “they let him out”			Play	
comox06_side1	14:06.8	14:08.2	(And then) “he came out”			Play	
comox06_side1	14:12.5	14:13.6	(Alright this is the order) “put him out”			Play	
comox06_side1	14:19	14:20.8	(Okay so this first is) “not lazy”			Play	
comox06_side1	14:25.6	14:27.2	(And then) “a hard worker or good worker”			Play	
